# combo=loongarch-glibc
# source=/mnt/d/OS/F7LY/tools/ltp/judge/v1/outputs/loongarch-glibc/parsed.tsv

Combo            | Case Name                | TPASS  | Summary    | Status       | End   
loongarch-glibc  | sendfile09               | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | sendfile09_64            | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | setpgrp02                | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | shmdt02                  | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | sigaltstack02            | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | starvation               | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | stat02                   | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | stat02_64                | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | symlink04                | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | time01                   | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | timer_getoverrun01       | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | timerfd_create01         | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | tkill01                  | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | tkill02                  | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | truncate02               | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | truncate02_64            | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | uname01                  | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | uname04                  | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | unlink05                 | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | vmsplice04               | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | waitid04                 | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | waitpid03                | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | write02                  | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | write06                  | 2      | yes/2      | PASS         | 0     
loongarch-glibc  | kcmp03                   | 1      | yes/4      | FAIL         | 1     
loongarch-glibc  | clone08                  | 1      | yes/3      | FAIL         | 2     
loongarch-glibc  | clone302                 | 1      | yes/2      | PASS         | 0     
loongarch-glibc  | epoll_pwait02            | 1      | yes/2      | PASS         | 0     
loongarch-glibc  | epoll_pwait04            | 1      | yes/2      | PASS         | 0     
loongarch-glibc  | ioprio_set01             | 1      | yes/2      | PASS         | 0     
loongarch-glibc  | adjtimex03               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | af_alg05                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | af_alg06                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | af_alg07                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | capset04                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | chown01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | clone03                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | clone04                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | clone06                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | clone07                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | close02                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | connect02                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | creat03                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | creat05                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | cve-2017-17052           | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | cve-2017-2618            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dio_append               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dio_read                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dio_sparse               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dio_truncate             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dirtypipe                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dup03                    | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dup05                    | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dup06                    | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dup205                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | dup206                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | epoll_ctl04              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | epoll_ctl05              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | epoll_wait04             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | epoll_wait05             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | exit02                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | exit_group01             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fchdir01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fchdir02                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fchown01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl03                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl03_64               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl04                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl04_64               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl08                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl08_64               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl12                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl12_64               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl34                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fcntl34_64               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fgetxattr03              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fork03                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fork07                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fork08                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fork14                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fork_procs               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fsx-linux                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | fsync02                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | futex_wait02             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | futex_wait04             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getcpu01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getcwd03                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getcwd04                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getdomainname01          | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getegid01                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getegid01_16             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getegid02                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getegid02_16             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | geteuid01                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getgid03                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | gethostbyname_r01        | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | gethostname01            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | gethostname02            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getpagesize01            | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getppid01                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getppid02                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getrandom04              | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getsid01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getsid02                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getsockopt02             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | gettimeofday02           | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | getuid01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | inotify05                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | inotify09                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | inotify11                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | ioctl07                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | ioprio_get01             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | kill06                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | lftest                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | link05                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | lstat01                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | lstat01_64               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | madvise03                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | madvise05                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mallinfo2_01             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mallocstress             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | memset01                 | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mincore04                | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mlock03                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mlock04                  | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap02                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap05                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap12                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap13                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap15                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap17                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap19                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmap20                   | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmapstress01             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mmapstress04             | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | mprotect05               | 1      | yes/1      | PASS         | 0     
loongarch-glibc  | msgget01                 | 1      | yes/1      | PASS         | 0     
